0,ProblemDescription,ProblemCategory,ProblemKeyword,Solution,SolutionDoc,AdditionalInfo,Code,L2D_SIM,CreateDate,UpdateDate
출근 할 때 잠실역에서 셔틀버스 어디서 타는지 알고 싶어요.,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6395621671083975,2024-08-30,2024-08-30
본사 직원 출근 시간이 궁금합니다.,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6029532074241065,2024-08-30,2024-08-30
IT 서비스 데스크 직통 번호를 알려주세요.,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.5810882302227484,2024-08-30,2024-08-30
회사에서 지급한 노트북이 고장났어요.,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.5525152088678406,2024-08-30,2024-08-30
윈도우 설치 방법이 궁금합니다.,윈도우 10 다운그레이드 방법,PC관리,PC관리,1. 하단 '시작' 클릭 → 설정2. 시스템 → '복구' 클릭3. '돌아가기' 클릭4. 되돌리려는 이유 체크 → '다음' 클릭5. 업데이트 '아니요' 클릭6. 알아야 할 사항 '다음' 클릭7. '다음' 클릭8. 'Windows 10으로 되돌리기' 클릭9. PC 자동 재부팅 된 후 확인,cesco4_5.pdf,,cesco4,0.5329069216117817,2024-08-30,2024-08-30
세스톡 로그인이 안됩니다.,모바일 세스톡 로그인 시 '서버에 연결할 수 없습니다' 오류,세스톡,세스톡 로그인,"1.세스톡 로그인 화면 밑의 연결 설정 클릭2.서버 URL, 프록시 서버 확인3.연결시험 및 적용4.로그인 확인",cesco11_7.pdf,,cesco11,0.4668068505661756,2024-08-30,2024-08-30
연차 신청 방법이 궁금합니다.,1회차 플랜 삭제 방법,세스넷,CESNET-M,※CC기획실 구미혜 책임매니저님께 문의,cesco9_7.pdf,,cesco9,0.6161119287814298,2024-08-30,2024-08-30
내 연차가 얼마나 남았는지 궁금해.,퇴사자가 가지고 있던 누락된 플랜들 확인할 수 있는 방법,세스넷,CESNET-M,※퇴직자 플랜누락은 세스넷 -M > 파트장전용 > 루트플랜 배정대상 고객 - 파트 화면에서 조회 가능합니다.,cesco9_15.pdf,,cesco9,0.6550012924458223,2024-08-30,2024-08-30
이번 달 월급 명세서 확인하려면 어디로 가야하나요,비용품의 승인 화면에서 품의서 조회 시 조회에러 발생 - 조회중문제가 발생하였습니다.,세스넷,회계전표관리,"※비용품의서 정상적으로 기안된지 확인, 항목에 보이지 않으면 재상신",cesco9_4.pdf,,cesco9,0.6129039891805736,2024-08-30,2024-08-30
회사창립기념일이 언제인가요?,소속 지사 안에 팀 이동으로 SRS 약제 등록/신청 화면에서 지역단 내에 약제를 등록할 수 있는 창고가 없어질 경우,모바일서비스(SRS),모바일서비스(SRS),※SCM팀에게 해당 창고 권한 요청 문의,cesco7_18.pdf,,cesco7,0.6425550740754151,2024-08-30,2024-08-30
급여 명세서를 출력하고 싶어요,비용품의 승인 화면에서 품의서 조회 시 조회에러 발생 - 조회중문제가 발생하였습니다.,세스넷,회계전표관리,"※비용품의서 정상적으로 기안된지 확인, 항목에 보이지 않으면 재상신",cesco9_4.pdf,,cesco9,0.5929145205180326,2024-08-30,2024-08-30
본사에서 가장 가까운 역,본사의 무선 네트워크 연결 방법,네트워크 및 인터넷,네트워크,"1.작업표시줄 → 네트워크 아이콘 클릭 → 네트워크 및 인터넷 설정2.2. Wi-Fi → 알려진 네트워크 관리 → 새 네트워크 추가(새 네트워크 추가가 안되는 경우, 알려진 네트워크 관리 목록에서 CESCO_User 삭제 후 추가) (새 네트워크 정보) 네트워크 이름: CESCO_User(대소문자 구별), 보안종류: WPA2-개인 AES, 보안 키: cesco15881119, V(체크) 자동으로 연결, V(체크) 이 네트워크에서 브로드캐스팅하지 않는 경우에도 연결3.CESCO_User 연결",cesco6_1.pdf,,cesco6,0.6397488347825906,2024-08-30,2024-08-30
구내 식당 점심 메뉴 어디서 볼 수 있어?,세스넷 여러 메뉴 접속 시 부서 선택 및 사원 선택란 등 조회값들이 막혀있는 경우,세스넷,세스넷 (메인프레임),※그룹웨어 > 결재 > 전산 > 전산업무요청서(기안) 결재문서 기안하기,cesco9_40.pdf,,cesco9,0.6319042328091644,2024-08-30,2024-08-30
SC 신입 교육 일정 알려줘,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6185481850150106,2024-08-30,2024-08-30
DLP 오류 해결하는 법 알려줘,DLP 로그인 오류 존재하지 않는 ID 해결 방법,보안프로그램,내부정보유출방지(DLP),"※신규입사자 사내 전산 ID/IP 신청서 기안 여부 확인1.기안하지 않은 경우, [신규입사자 전산 권한 요청] (이동) 매뉴얼 확인 필요2.최종결재완료 → 정보전략팀 처리 담당자 결재 처리메일 발송 → 메일 발송일 기준 익일에DLP, DRM 로그인 가능3.결재처리메일 발송일 기준 익일에도 동일하게 DLP 로그인 오류 발생 시 서비스데스크 문의",cesco8_0.pdf,,cesco8,0.4772725990324137,2024-08-30,2024-08-30
세스넷 접속 방법,겸직자 세스넷 사용 방법,세스넷,세스넷 (메인프레임),"1.기존 사용하던 그룹웨어 ID / PW 로 로그인('기존ID_1'로 새로 생성한 ID는 그룹웨어 로그인할 경우에만 사용)2.오른쪽 하단의 부서변경 버튼 클릭3.겸직 부서 선택 후 확인※인사관리 → 근로시간관리 → O/T 승인 화면에 지사원 O/T 신청건 조회 불가 (지사장님의경우)※O/T 신청, 승인의 경우 겸직자에 대한 로직이 반영 되어있지 않음※지사장이 없는 지사의 경우, 지사팀장님이 최종 결재자로 진행되어 O/T 신청 조회가 안됨",cesco9_36.pdf,,cesco9,0.508810969080635,2024-08-30,2024-08-30
지출 결의서 작성법,결의서 전자결재 취소 방법,세스넷,회계전표관리,1.세스넷 > 회계전표관리 > 결의서입력2.등록한 결의서 중 취소할 결의서 선택 후 전자결재 취소 버튼 누르기,cesco9_3.pdf,,cesco9,0.5283673277858103,2024-08-30,2024-08-30
그룹웨어에서 문서 기안하는 법,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco5_17.pdf,,cesco5,0.4573138577747508,2024-08-30,2024-08-30
윈도우 정품 인증하는 법,윈도우 10 다운그레이드 방법,PC관리,PC관리,1. 하단 '시작' 클릭 → 설정2. 시스템 → '복구' 클릭3. '돌아가기' 클릭4. 되돌리려는 이유 체크 → '다음' 클릭5. 업데이트 '아니요' 클릭6. 알아야 할 사항 '다음' 클릭7. '다음' 클릭8. 'Windows 10으로 되돌리기' 클릭9. PC 자동 재부팅 된 후 확인,cesco4_5.pdf,,cesco4,0.5613694485695877,2024-08-30,2024-08-30
사무용품 신청하는 법,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.5851260351878012,2024-08-30,2024-08-30
총무팀 연락처 알려주세요,소속 지사 안에 팀 이동으로 SRS 약제 등록/신청 화면에서 지역단 내에 약제를 등록할 수 있는 창고가 없어질 경우,모바일서비스(SRS),모바일서비스(SRS),※SCM팀에게 해당 창고 권한 요청 문의,cesco7_18.pdf,,cesco7,0.6382084603051013,2024-08-30,2024-08-30
차세대 그룹 웨어 사용법,그룹웨어 메일 용량 증설 방법,그룹웨어,그룹웨어,-메일 용량을 먼저 확인해주세요. 이미 용량이 5GB로 되어 있을 경우 증설이 불가합니다.-1GB 또는 3GB등 5GB 미만으로 되어있는 경우 정보시스템팀 서대희 매니저님께 문의하세요.,cesco5_21.pdf,,cesco5,0.5984504260069066,2024-08-30,2024-08-30
신입 사원 멘토링 내용 작성 어디다가 하나요,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco5_17.pdf,,cesco5,0.5673171512605986,2024-08-30,2024-08-30
퇴직금 정산 신청법,결의서 전자결재 취소 방법,세스넷,회계전표관리,1.세스넷 > 회계전표관리 > 결의서입력2.등록한 결의서 중 취소할 결의서 선택 후 전자결재 취소 버튼 누르기,cesco9_3.pdf,,cesco9,0.5936129562431763,2024-08-30,2024-08-30
정보전략팀 연락 방법,그룹웨어 메일 용량 증설 방법,그룹웨어,그룹웨어,-메일 용량을 먼저 확인해주세요. 이미 용량이 5GB로 되어 있을 경우 증설이 불가합니다.-1GB 또는 3GB등 5GB 미만으로 되어있는 경우 정보시스템팀 서대희 매니저님께 문의하세요.,cesco5_21.pdf,,cesco5,0.560880076834935,2024-08-30,2024-08-30
데이터베이스 권한 신청하는 법,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco9_13.pdf,,cesco9,0.6056571421247856,2024-08-30,2024-08-30
ERP 관리자 계정 누구한테 문의해?,DLP 로그인시 '관리자에게 문의하세요. ERROR 12207' 오류가발생할 경우.,보안프로그램,내부정보유출방지(DLP),"본사일 경우,-CESCO_USER 연결 확인(PW: cesco15881119)지사일 경우,-와이파이, 랜선 연결 확인(와이파이의 경우, CESCO_AP 연결 확인)",cesco8_2.pdf,,cesco8,0.6017086297439462,2024-08-30,2024-08-30
세스코몰 직원 할인 받는법,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco10_0.pdf,,cesco10,0.6061362248264618,2024-08-30,2024-08-30
신입 사원 교육 시험 컷트라인 알려줘,퇴사자가 가지고 있던 누락된 플랜들 확인할 수 있는 방법,세스넷,CESNET-M,※퇴직자 플랜누락은 세스넷 -M > 파트장전용 > 루트플랜 배정대상 고객 - 파트 화면에서 조회 가능합니다.,cesco9_15.pdf,,cesco9,0.5561692768630493,2024-08-30,2024-08-30
바퀴벌레가 사람한테 미치는 피해는?,알약 내PC지키미 취약점 점검이 계속 실행되는 경우 해결 방법,보안프로그램,백신(알약),"1.알약 내PC지키미 → 전체 검사2.조치 필요한 항목 클릭 후 조치※ [운영체제, MS Office의 최신 보안 패치 설치 여부 점검] 항목 조치 시 오래 걸림3.점검 결과 점수 80점 이상 유지",cesco8_11.pdf,,cesco8,0.6555361498256647,2024-08-30,2024-08-30
세스코 화이트 운영시간 알려줘,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6525646452468876,2024-08-30,2024-08-30
휴가 신청 방법 알려줘,SRS DE 화면에서 지사 요청 조회 불가할 때 해결 방법,모바일서비스(SRS),모바일서비스(SRS),1.조회할 지사 요청 서비스 요청일자 확인2.SRS → 지사요청등록 → 지사요청 클릭 → 검색기간을 '요청일자 ~ 요청일자' 로 지정 →본부를 '전체' 로 지정 → 조회(조회 목록이 많아 조회가 안된 경우),cesco7_6.pdf,,cesco7,0.6203249125355793,2024-08-30,2024-08-30
내 휴가 얼마나 남았을까?,퇴사자가 가지고 있던 누락된 플랜들 확인할 수 있는 방법,세스넷,CESNET-M,※퇴직자 플랜누락은 세스넷 -M > 파트장전용 > 루트플랜 배정대상 고객 - 파트 화면에서 조회 가능합니다.,cesco9_15.pdf,,cesco9,0.6813037334914314,2024-08-30,2024-08-30
노트북 반출 신청 방법,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.5211868294509031,2024-08-30,2024-08-30
세스코 창립 기념일은 언제야?,세스넷 화면이 잘려서 보이는 경우,세스넷,세스넷 (메인프레임),1.시작 > 설정2.시스템 클릭3.배율 및 레이아웃 100%로 변경하기4.설정 후 세스넷 껐다 키기,cesco9_38.pdf,변경하면 글자가 작아 보일 수 있음 / 글자가 안 보여서 배율 100% 이상으로 설정할 경우세스넷 글자가 계속 잘려보임 (배율 100% 권장),cesco9,0.664469403533406,2024-08-30,2024-08-30
차세대 시스템 로그인 하는 법 알려줘,복합기에 ID/비밀번호를 사번/사번으로 로그인 시 해당 사번은등록되지 않은 사용자라고 뜨면서 로그인 되지 않는 문제,PC관리,디바이스,"아이디, 비밀번호를 입력하고 밑에 로그인 경로에 로컬 DB 인증으로 설정이 된 채로 로그인 시도를 해서로그인이 안되는 경우입니다.-로그인 경로에 서버 DB 인증으로 바꾸고 로그인 재 시도",cesco4_19.pdf,,cesco4,0.5373396501221116,2024-08-30,2024-08-30
세스코 마스코트 누구야,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco10_0.pdf,,cesco10,0.6261416736727559,2024-08-30,2024-08-30
빈대 탐지견 이름 알려줘,퇴사자가 가지고 있던 누락된 플랜들 확인할 수 있는 방법,세스넷,CESNET-M,※퇴직자 플랜누락은 세스넷 -M > 파트장전용 > 루트플랜 배정대상 고객 - 파트 화면에서 조회 가능합니다.,cesco9_15.pdf,,cesco9,0.6297885084898524,2024-08-30,2024-08-30
SAC 대시보드 제작 가이드 알려줘,세스넷 구획화 모니터링 → 도면관리 → 고객도면 등록 화면에서인쇄 시 출력 오류,세스넷,"(구)방제관리, 신방제관리",※http://cesnet.cesco.biz/ 에서 크리스탈 리포트 설치,cesco9_19.pdf,,cesco9,0.581880485926744,2024-08-30,2024-08-30
이번 달 월급 명세서 확인하려면 어디로 가야하나요,비용품의 승인 화면에서 품의서 조회 시 조회에러 발생 - 조회중문제가 발생하였습니다.,세스넷,회계전표관리,"※비용품의서 정상적으로 기안된지 확인, 항목에 보이지 않으면 재상신",cesco9_4.pdf,,cesco9,0.6129039891805736,2024-08-30,2024-08-30
pdf 안열릴 때 해결 방법,PDF 파일 열람 오류,MS Office 및 기타 프로그램,PDF,"1.PDF 파일 형식에 맞는 연결 프로그램을 지정하세요. 연결 프로그램을 사용자가 지정하지 않는경우, Microsoft Edge 로 되어 있습니다. Adobe Acrobat Reader 로 변경하여 .pdf 파일을실행해주세요.2.DRM 이 최신버전으로 설치되어있는지 확인 후, 구버전으로 설치되어 있다면 삭제 과정 없이 최신버전으로 설치해주세요. DRM 은 ""http://cesnet.cesco.biz/""에 접속하여 문서보안 시스템윈도우 비트 확인 후 맞는 파일을 설치하고 배포툴 다운로드도 설치하세요.",cesco3_0.pdf,Adobe Acrobat Reader DC 설치 방법 참고Adobe Acrobat Reader DC 기본 앱 설정 방법 참고Chrome 에서 Adobe Acrobat Reader DC 로 연결 방법 참고EDGE 에서 Adobe Acrobat Reader DC 로 연결 방법 참고,cesco3,0.5650686847663482,2024-08-30,2024-08-30
한글 워드 파일이 안열려요,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco3_10.pdf,,cesco3,0.5463456452913995,2024-08-30,2024-08-30
알약이 작동이 안됩니다.,알약 내PC지키미 취약점 점검이 계속 실행되는 경우 해결 방법,보안프로그램,백신(알약),"1.알약 내PC지키미 → 전체 검사2.조치 필요한 항목 클릭 후 조치※ [운영체제, MS Office의 최신 보안 패치 설치 여부 점검] 항목 조치 시 오래 걸림3.점검 결과 점수 80점 이상 유지",cesco8_11.pdf,,cesco8,0.5906675283066569,2024-08-30,2024-08-30
ppt 파일이 열리지가 않네요,"PPT(파워포인트, PowerPoint) 파일 열람 오류",MS Office 및 기타 프로그램,PPT,1.윈도우→설정2.‘앱’ 클릭3.‘기본 앱’ 클릭4.‘파일 형식별 기본 앱 선택’ 클릭5.PPT 파일 PowerPoint 2016로 설정 후 PPT 파일 실행하기,cesco3_15.pdf,,cesco3,0.5592373961084383,2024-08-30,2024-08-30
사내 디스크에서 문서 파일 가져오고 싶어요,IDISK 삭제한 파일 복원하는 방법,인터넷디스크(IDISK),인터넷디스크,1.IDISK 홈페이지 (https://idisk.cesco.co.kr) 접속2.복원하고자 하는 파일이 있는 드라이브 클릭3.우측 상단 삭제된 파일만 보기 아이콘 클릭4.복원하고자 하는 파일/폴더 마우스 우클릭 후 복원 선택5.복원 실행 시 알림 창과 함께 복원 진행 완료6.,cesco12_3.pdf,,cesco12,0.5453273672793386,2024-08-30,2024-08-30
법인 차량 최대 규정 속도를 알고 싶어요,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.6467541825992745,2024-08-30,2024-08-30
법인 차량 공회전 시간 얼마나 되나요,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6386954860230907,2024-08-30,2024-08-30
유류비 신청 어디서 하면 되나요,SRS DE 화면에서 지사 요청 조회 불가할 때 해결 방법,모바일서비스(SRS),모바일서비스(SRS),1.조회할 지사 요청 서비스 요청일자 확인2.SRS → 지사요청등록 → 지사요청 클릭 → 검색기간을 '요청일자 ~ 요청일자' 로 지정 →본부를 '전체' 로 지정 → 조회(조회 목록이 많아 조회가 안된 경우),cesco7_6.pdf,,cesco7,0.6391485459429407,2024-08-30,2024-08-30
미팅에 필요한 다과비용 청구 가능한가요,SRS 고객제공문서 사후미팅 선택이 불가한 경우.,모바일서비스(SRS),모바일서비스(SRS),※서비스운영팀에 문의,cesco7_13.pdf,,cesco7,0.5854573125971736,2024-08-30,2024-08-30
사내 업무용 도서 신청하고 싶습니다,소속 지사 안에 팀 이동으로 SRS 약제 등록/신청 화면에서 지역단 내에 약제를 등록할 수 있는 창고가 없어질 경우,모바일서비스(SRS),모바일서비스(SRS),※SCM팀에게 해당 창고 권한 요청 문의,cesco7_18.pdf,,cesco7,0.6062235403677393,2024-08-30,2024-08-30
노트북이 고장났는데 누구한테 말해야 할까요,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco4_11.pdf,,cesco4,0.5516607148472704,2024-08-30,2024-08-30
모니터가 잘 안나와요 교체 되나요,듀얼 모니터 사용시 모니터 한쪽이 보이지 않습니다.,PC관리,디바이스,여러 디스플레이 탭에 1 OR 2에만 표시로 되어 있어서 확인이 안됨.1.설정 → 시스템2.디스플레이 → 여러 디스플레이 → 디스플레이 확장으로 변경,cesco4_17.pdf,,cesco4,0.5629269251346345,2024-08-30,2024-08-30
이번주 터치센터 점심 시간 알려주세요,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco7_16.pdf,,cesco7,0.6112370529831902,2024-08-30,2024-08-30
세스넷 권한 신청 누구한테 하면 될까요,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco9_13.pdf,,cesco9,0.5340291426560855,2024-08-30,2024-08-30
정보전략팀 상무님 성함이 궁금합니다,지사 주소가 변경이 되었는데 소독증명서 프리뷰 화면 확인 시 예전 지사 주소가 변경되지 않고 그대로 있는 오류,세스넷,"(구)방제관리, 신방제관리",※인사관리팀 임지선 매니저님께 변경 요청,cesco9_21.pdf,,cesco9,0.6199732816230492,2024-08-30,2024-08-30
세스코 연혁을 알 수 있을까요,세스넷 화면이 잘려서 보이는 경우,세스넷,세스넷 (메인프레임),1.시작 > 설정2.시스템 클릭3.배율 및 레이아웃 100%로 변경하기4.설정 후 세스넷 껐다 키기,cesco9_38.pdf,변경하면 글자가 작아 보일 수 있음 / 글자가 안 보여서 배율 100% 이상으로 설정할 경우세스넷 글자가 계속 잘려보임 (배율 100% 권장),cesco9,0.6370754997748148,2024-08-30,2024-08-30
회장님 성함이 궁금합니다.,비용품의 승인 화면에서 품의서 조회 시 조회에러 발생 - 조회중문제가 발생하였습니다.,세스넷,회계전표관리,"※비용품의서 정상적으로 기안된지 확인, 항목에 보이지 않으면 재상신",cesco9_4.pdf,,cesco9,0.634820742048184,2024-08-30,2024-08-30
보안 프로그램 다운 받는 가이드 필요합니다.,"첨부파일 다운로드 시 ""안전하게 다운로드할 수 없습니다"" 오류메시지가 뜨는 경우",그룹웨어,그룹웨어,"1.다운로드 받고 싶은 파일 위에 커서 올려놓기 → 점 3개 클릭 → 유지 클릭2.유지를 누르면 뜨는 알림 창에서 ""그래도 계속"" 버튼 클릭3.정상 다운로드 확인",cesco5_18.pdf,,cesco5,0.5294810745271928,2024-08-30,2024-08-30
