0,ProblemDescription,ProblemCategory,ProblemKeyword,Solution,SolutionDoc,AdditionalInfo,Code,L2D_SIM,CreateDate,UpdateDate
IT 서비스 데스크 직통 번호를 알려주세요.,"지사에서 데스크탑이나, 노트북 속도가 느려져서 업무 처리에 지장이 생길 경우 수리 요청하는 방법",PC관리,디바이스,1.그룹웨어 → 결재 → 물품관리 → 장비수리 신청서 기안2.결재문서 기안 후 본사 총무팀 박현 매니저님께 수리할 장비 보내기,cesco54_11.pdf,,cesco54,0.9104223873118264,2024-10-04,2024-10-04
회사에서 지급한 노트북이 고장났어요.,"노트북, 법인폰 테더링 연결 시 노트북에서 무선 WIFI가 잡히지않는 오류 발생",PC관리,디바이스,업무지원담당 박현 매니저님께 PC 설정 확인 요청,cesco54_20.pdf,,cesco54,0.857485410382687,2024-10-04,2024-10-04
윈도우 설치 방법이 궁금합니다.,캐논 복합기 드라이버 설치 방법,PC관리,PC 관리,1. http://oa.cesco.biz:8080 (이동) 접속2. ID : 사번 / PW : 사번 으로 로그인3. 공지사항 → 세스코 보안 드라이버 다운로드4. 설치 파일 실행 → 사번 입력 → 설치,cesco54_0.pdf,,cesco54,0.9711167741717568,2024-10-04,2024-10-04
세스톡 로그인이 안됩니다.,모바일 세스톡 로그인 시 '서버에 연결할 수 없습니다' 오류,세스톡,세스톡 로그인,"1.세스톡 로그인 화면 밑의 연결 설정 클릭2.서버 URL, 프록시 서버 확인3.연결시험 및 적용4.로그인 확인",cesco62_7.pdf,,cesco63,0.7496341369260358,2024-10-04,2024-10-04
연차 신청 방법이 궁금합니다.,SRS내에서 OT를 신청하지 않았는데 연장근로가 생성되어 연장근로 시간 초과 알람이 올 경우.,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀 이수빈 매니저님께 OT 확인 요청 문의,cesco57_23.pdf,,cesco59,1.010657973167385,2024-10-04,2024-10-04
내 연차가 얼마나 남았는지 궁금해.,일정 처리를 다하고 일정 마감을 하지 않아 Shut-down 알림이뜰 경우,모바일서비스(SRS),모바일서비스(SRS),"※근로시간 수정의 경우, 인사관리팀에 수정 처리 문의",cesco57_20.pdf,,cesco59,1.0787655130201392,2024-10-04,2024-10-04
이번 달 월급 명세서 확인하려면 어디로 가야하나요,고객정보열람 > 카드거래정보 > 신용카드 영수증 메일발송 누르면 dll오류나는 경우,세스넷,CESNET-M,"※C:\Program Files (x86)\CESNET2.0\CESCO_ISC 경로에 dll이 존재하지 않아 생기는 문제, IT 서비스 데스크 직원에게 해당 경로에 대한 DLL 이식 문의",cesco60_10.pdf,,cesco63,1.0298745201119908,2024-10-04,2024-10-04
회사창립기념일이 언제인가요?,퇴사자 앞으로 플랜이 잡힐 경우,세스넷,CESNET-M,※서비스운영팀 정의현 전문연구원에게 문의,cesco60_9.pdf,,cesco63,1.0715552028119408,2024-10-04,2024-10-04
급여 명세서를 출력하고 싶어요,고객정보열람 > 카드거래정보 > 신용카드 영수증 메일발송 누르면 dll오류나는 경우,세스넷,CESNET-M,"※C:\Program Files (x86)\CESNET2.0\CESCO_ISC 경로에 dll이 존재하지 않아 생기는 문제, IT 서비스 데스크 직원에게 해당 경로에 대한 DLL 이식 문의",cesco60_10.pdf,,cesco63,1.026582675311727,2024-10-04,2024-10-04
본사에서 가장 가까운 역,본사의 무선 네트워크 연결 방법,네트워크 및 인터넷,네트워크,"1.작업표시줄 → 네트워크 아이콘 클릭 → 네트워크 및 인터넷 설정2.2. Wi-Fi → 알려진 네트워크 관리 → 새 네트워크 추가(새 네트워크 추가가 안되는 경우, 알려진 네트워크 관리 목록에서 CESCO_User 삭제 후 추가) (새 네트워크 정보) 네트워크 이름: CESCO_User(대소문자 구별), 보안종류: WPA2-개인 AES, 보안 키: cesco15881119, V(체크) 자동으로 연결, V(체크) 이 네트워크에서 브로드캐스팅하지 않는 경우에도 연결3.CESCO_User 연결",cesco56_1.pdf,,cesco56,1.0461803238067275,2024-10-04,2024-10-04
구내 식당 점심 메뉴 어디서 볼 수 있어?,해외지사 신규입사자 세스넷 메뉴 오류 - 해외 법인 내 모든 메뉴 진입 시 DLL 오류,세스넷,CESNET-M,"※신규입사자 사번과 세스넷 맵핑이 연동되지 않아서 생긴 문제이며, IT 서비스 데스크 직원에게""세스넷 맵핑 "" AND "" 데이터 생성 "" 처리 문의",cesco60_12.pdf,,cesco63,1.1846866409028967,2024-10-04,2024-10-04
SC 신입 교육 일정 알려줘,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco57_16.pdf,,cesco59,1.047695237130534,2024-10-04,2024-10-04
DLP 오류 해결하는 법 알려줘,'DRM RunDLL / f_piimgr.exe 시스템 오류 해결 방법,보안프로그램,문서보안(DRM),1.윈도우 검색 (윈도우 키 + S) → DRM 응급복구 → 관리자 권한으로 실행2.오류 메시지 확인 클릭하여 종료,cesco58_7.pdf,,cesco59,0.7753786221122459,2024-10-04,2024-10-04
세스넷 접속 방법,겸직자 세스넷 사용 방법,세스넷,세스넷 (메인프레임),"1.기존 사용하던 그룹웨어 ID / PW 로 로그인('기존ID_1'로 새로 생성한 ID는 그룹웨어 로그인할 경우에만 사용)2.오른쪽 하단의 부서변경 버튼 클릭3.겸직 부서 선택 후 확인※인사관리 → 근로시간관리 → O/T 승인 화면에 지사원 O/T 신청건 조회 불가 (지사장님의경우)※O/T 신청, 승인의 경우 겸직자에 대한 로직이 반영 되어있지 않음※지사장이 없는 지사의 경우, 지사팀장님이 최종 결재자로 진행되어 O/T 신청 조회가 안됨",cesco60_36.pdf,,cesco63,0.6123635539059525,2024-10-04,2024-10-04
지출 결의서 작성법,"신규부서로 발령받아 지출결의서 작성시 결의내역코드 검색 안 되는 경우, 결의서 입력에서 결의코드 검색시 코드가 보이지 않는문제",세스넷,회계전표관리,※신규 부서 결의코드 등록 요청으로 회계팀에 조철환 책임님 안내,cesco60_2.pdf,,cesco63,0.9402267855126738,2024-10-04,2024-10-04
그룹웨어에서 문서 기안하는 법,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco55_17.pdf,,cesco56,0.6837239604643138,2024-10-04,2024-10-04
윈도우 정품 인증하는 법,DLP 로그인 오류 존재하지 않는 ID 해결 방법,보안프로그램,내부정보유출방지(DLP),"※신규입사자 사내 전산 ID/IP 신청서 기안 여부 확인1.기안하지 않은 경우, [신규입사자 전산 권한 요청] (이동) 매뉴얼 확인 필요2.최종결재완료 → 정보전략팀 처리 담당자 결재 처리메일 발송 → 메일 발송일 기준 익일에DLP, DRM 로그인 가능3.결재처리메일 발송일 기준 익일에도 동일하게 DLP 로그인 오류 발생 시 서비스데스크 문의",cesco58_0.pdf,,cesco59,1.0121880698371737,2024-10-04,2024-10-04
사무용품 신청하는 법,CESNET-M > 주문서 > 주문서등록 > 주문서 탭 > 후불처리 등록 버튼 부여 절차,세스넷,CESNET-M,※전산권한 발급/변경 신청서 기안 후 결재 합의에 최유정 팀장님 추가,cesco60_14.pdf,,cesco63,1.0098187489803485,2024-10-04,2024-10-04
총무팀 연락처 알려주세요,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco60_13.pdf,,cesco63,1.0534328203258607,2024-10-04,2024-10-04
차세대 그룹 웨어 사용법,모바일 그룹웨어 안드로이드 ver.12 키보드 작동 불가 오류 발생,그룹웨어,그룹웨어,"※모바일 그룹웨어 안드로이드 ver.12 키보드 작동 불가인 상태라 메일, 결재문서, 게시물 등읽기 기능만 가능해서 안드로이드 ver.12 업데이트를 금지합니다.1.안드로이드 버전을 확인합니다.설정 → 휴대전화정보 → 소프트웨어 정보 → 안드로이드 버전 확인2.모바일 업데이트 중지 방법설정 → 소프트웨어 업데이트 → 소프트웨어 자동 다운로드 비활성화",cesco55_13.pdf,,cesco56,1.0024916482515691,2024-10-04,2024-10-04
신입 사원 멘토링 내용 작성 어디다가 하나요,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco55_17.pdf,,cesco56,1.049304988722638,2024-10-04,2024-10-04
퇴직금 정산 신청법,퇴사자 앞으로 플랜이 잡힐 경우,세스넷,CESNET-M,※서비스운영팀 정의현 전문연구원에게 문의,cesco60_9.pdf,,cesco63,1.0442639712950912,2024-10-04,2024-10-04
정보전략팀 연락 방법,본부와 지사의 PC IP 설정 방법,네트워크 및 인터넷,네트워크,"1.제어판 실행 → 네트워크 및 공유 센터 → 어댑터 설정 변경2.(와이파이 사용의 경우) WI-FI 마우스 우클릭 → 속성 → 3번으로 이동 (방식 동일) (유선연결 사용 경우) 이더넷 마우스 우클릭 → 속성3.인터넷 프로토콜 버전 4(TCP/IPv4) 더블클릭4.다음 IP 주소 사용, 다음 DNS 서버 주소 사용 클릭 → 할당 받은 IP 입력 → 확인※ DHCP 변경 작업 진행한 지사는 해당 화면에서 '자동으로 IP 주소 받기', '자동으로 DNS 서버 주소받기' 체크 후 확인",cesco56_0.pdf,,cesco56,0.9546916780520854,2024-10-04,2024-10-04
데이터베이스 권한 신청하는 법,DLP는 정상적으로 로그인 됐으나 DRM 로그인 시도시 반응이없거나 오류 발생할 경우 해결 방법,보안프로그램,문서보안(DRM),"1.사용자 PC에서 CMD 창을 관리자 권한으로 실행2.CMD 창에""C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe""/codebase ""C:\ProgramFiles (x86)\Fasoo DRM\f_wu.dll"" 명령문 입력 후 엔터3.DRM 아이콘 종료4.PC 재부팅 → 그룹웨어 재접속 후 DRM 로그인 확인",cesco58_10.pdf,,cesco59,0.9885595178683955,2024-10-04,2024-10-04
ERP 관리자 계정 누구한테 문의해?,DLP 로그인시 '관리자에게 문의하세요. ERROR 12207' 오류가발생할 경우.,보안프로그램,내부정보유출방지(DLP),"본사일 경우,-CESCO_USER 연결 확인(PW: cesco15881119)지사일 경우,-와이파이, 랜선 연결 확인(와이파이의 경우, CESCO_AP 연결 확인)",cesco58_2.pdf,,cesco59,0.8442855830534791,2024-10-04,2024-10-04
세스코몰 직원 할인 받는법,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco61_0.pdf,,cesco63,0.9614155518397843,2024-10-04,2024-10-04
신입 사원 교육 시험 컷트라인 알려줘,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco60_13.pdf,,cesco63,1.1016009168486702,2024-10-04,2024-10-04
바퀴벌레가 사람한테 미치는 피해는?,세스넷 (구)방제관리 메뉴 오픈 에러 - PC 포맷 혹은 신규 수령한 경우 구 방제관리 화면에서 주로 발생하는 에러,세스넷,"(구)방제관리, 신방제관리",1.세스넷 종료2.C:\Program Files (x86)\CESNET2.0 이동3.해당 폴더의 reg.bat 파일 관리자 권한으로 실행4.메뉴 재 실행,cesco60_16.pdf,,cesco63,1.1992864434227323,2024-10-04,2024-10-04
세스코 화이트 운영시간 알려줘,세스톡 바탕 투명도 조절하는 방법,세스톡,세스톡,1.채팅창 시작2.채팅창 상단의 조절바로 투명도 조절이 가능합니다.,cesco62_3.pdf,,cesco63,1.001052719568581,2024-10-04,2024-10-04
휴가 신청 방법 알려줘,일정 처리를 다하고 일정 마감을 하지 않아 Shut-down 알림이뜰 경우,모바일서비스(SRS),모바일서비스(SRS),"※근로시간 수정의 경우, 인사관리팀에 수정 처리 문의",cesco57_20.pdf,,cesco59,1.0812201920297984,2024-10-04,2024-10-04
내 휴가 얼마나 남았을까?,일정 처리를 다하고 일정 마감을 하지 않아 Shut-down 알림이뜰 경우,모바일서비스(SRS),모바일서비스(SRS),"※근로시간 수정의 경우, 인사관리팀에 수정 처리 문의",cesco57_20.pdf,,cesco59,1.1341812283554895,2024-10-04,2024-10-04
노트북 반출 신청 방법,"노트북, 법인폰 테더링 연결 시 노트북에서 무선 WIFI가 잡히지않는 오류 발생",PC관리,디바이스,업무지원담당 박현 매니저님께 PC 설정 확인 요청,cesco54_20.pdf,,cesco54,0.8871517384608668,2024-10-04,2024-10-04
세스코 창립 기념일은 언제야?,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco61_0.pdf,,cesco63,0.9840994252375617,2024-10-04,2024-10-04
차세대 시스템 로그인 하는 법 알려줘,SSLVPN 내 로그인 시 'hosts 파일이 변경되었을 수 있습니다.이전 상태로 복원하시겠습니까?' 라고 나오며 로그인이 되지 않는경우,보안프로그램,웹 보안 접속시스템(SSLVPN),1.작업 표시줄 → 숨겨진 아이콘 표시 (^)→ AhnLab 마우스 우클릭 → hosts 파일 보호 체크 해제2.제어판 → 프로그램 및 기능 → AhnLab Safe Transaction 마우스 우클릭 → 제거,cesco58_14.pdf,,cesco59,0.8914093779794039,2024-10-04,2024-10-04
세스코 마스코트 누구야,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco61_0.pdf,,cesco63,0.9842173132164511,2024-10-04,2024-10-04
빈대 탐지견 이름 알려줘,세스톡 바탕 투명도 조절하는 방법,세스톡,세스톡,1.채팅창 시작2.채팅창 상단의 조절바로 투명도 조절이 가능합니다.,cesco62_3.pdf,,cesco63,1.1916056481769512,2024-10-04,2024-10-04
SAC 대시보드 제작 가이드 알려줘,'DRM RunDLL / f_piimgr.exe 시스템 오류 해결 방법,보안프로그램,문서보안(DRM),1.윈도우 검색 (윈도우 키 + S) → DRM 응급복구 → 관리자 권한으로 실행2.오류 메시지 확인 클릭하여 종료,cesco58_7.pdf,,cesco59,0.9795220491675452,2024-10-04,2024-10-04
이번 달 월급 명세서 확인하려면 어디로 가야하나요,고객정보열람 > 카드거래정보 > 신용카드 영수증 메일발송 누르면 dll오류나는 경우,세스넷,CESNET-M,"※C:\Program Files (x86)\CESNET2.0\CESCO_ISC 경로에 dll이 존재하지 않아 생기는 문제, IT 서비스 데스크 직원에게 해당 경로에 대한 DLL 이식 문의",cesco60_10.pdf,,cesco63,1.0298745201119908,2024-10-04,2024-10-04
pdf 안열릴 때 해결 방법,인쇄시 워터마크 삽입 선택 화면이 열리지 않는 경우 해결 방법,보안프로그램,문서보안(DRM),1.작업 표시줄→숨겨진 아이콘 표시→Fasoo Smart Print Manager→마우스 우클릭→인쇄 설정2.인쇄 시 다시 표시 안 함 체크 해제→확인,cesco58_9.pdf,,cesco59,0.8698862370838123,2024-10-04,2024-10-04
한글 워드 파일이 안열려요,엑셀이나 워드 등 파일을 열었을 때 “호환 모드가 설정되어 있어서 이 프로그램을 실행할 수 없습니다. 호환 모드를 해제한 다음다시 시도하십시오.” 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.Adobe Acrobat→속성 클릭2.호환성 클릭3.‘호환 모드’에 ‘이 프로그램을 실행할 호환 모드’가 체크되어 있는 경우→‘모든 사용자에 대한 설정 변경’ 버튼 클릭4.‘이 프로그램을 실행할 호환 모드’ 체크 해제 후 확인→파일이 잘 열리는지 확인,cesco53_11.pdf,,cesco53,0.8802135324418653,2024-10-04,2024-10-04
알약이 작동이 안됩니다.,엑셀이나 워드 등 파일을 열었을 때 “호환 모드가 설정되어 있어서 이 프로그램을 실행할 수 없습니다. 호환 모드를 해제한 다음다시 시도하십시오.” 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.Adobe Acrobat→속성 클릭2.호환성 클릭3.‘호환 모드’에 ‘이 프로그램을 실행할 호환 모드’가 체크되어 있는 경우→‘모든 사용자에 대한 설정 변경’ 버튼 클릭4.‘이 프로그램을 실행할 호환 모드’ 체크 해제 후 확인→파일이 잘 열리는지 확인,cesco53_11.pdf,,cesco53,1.041387380670845,2024-10-04,2024-10-04
ppt 파일이 열리지가 않네요,"화면캡쳐 시 클립보드에 기록을 표시할 수 없음으로 나와 캡쳐한내용들이 저장되지 않을 경우, 클리보드 기능이 비활성화 된 경우.",PC관리,PC관리,1. 설정2. 시스템3. 클립보드 → 클립보드 검색 기록을 켬으로 변경※윈도우 11도 경로가 일치,cesco54_15.pdf,,cesco54,0.9085056580391998,2024-10-04,2024-10-04
사내 디스크에서 문서 파일 가져오고 싶어요,대용량 첨부파일 외부 반출 시 수신자 측에서 파일 열람이 안되는경우,그룹웨어,그룹웨어,▪대용량 파일은 (10MB 이상) 외부발송 시 자동으로 외부 반출 승인 진행되지 않습니다.▪그룹웨어 → 결재 → 공통 → 반출신청서 → 원본추출 로 문서 복호화하여 메일에 첨부,cesco55_9.pdf,,cesco56,0.9441626625503611,2024-10-04,2024-10-04
법인 차량 최대 규정 속도를 알고 싶어요,"구획 시작일자가 서비스일자 이후로 되어 있는 경우, SRS 장비모니터링 설치 장비 확인 불가 오류 해결 방법",모바일서비스(SRS),모바일서비스(SRS),구획 시작일자 세스넷에서 변경 가능1.CESNET-M → 서비스업무 → 고객 구획(설치장비) 관리2.고객 조회 → 더블클릭 → 최근 등록한 구획버전 더블클릭 → 시작일자를 서비스일자 전으로수정(ex. 서비스일자가 21.04.05인 경우 구획 시작일자 21.04.04로 수정)3.SRS 에서 구획 확인,cesco57_5.pdf,,cesco59,1.1451719398168008,2024-10-04,2024-10-04
법인 차량 공회전 시간 얼마나 되나요,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco57_16.pdf,,cesco59,1.123898814937925,2024-10-04,2024-10-04
유류비 신청 어디서 하면 되나요,서비스 확인서 내 계약된 장비 수량과 서비스 확인서에 표기된 장비 수량이 다른 경우,세스넷,"(구)방제관리, 신방제관리",※서비스 운영팀에 문의하기,cesco60_23.pdf,,cesco63,1.1302550814522179,2024-10-04,2024-10-04
미팅에 필요한 다과비용 청구 가능한가요,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco57_16.pdf,,cesco59,1.1324207549227983,2024-10-04,2024-10-04
사내 업무용 도서 신청하고 싶습니다,그룹웨어 결재 문서 공람하는 방법,그룹웨어,결재 문서,1.그룹웨어 → 결재2.기안한 문서 또는 결재한 문서 중 공람 원하는 문서 선택3.추가기능에 공람 선택4.공람 대상 선택 후 확인,cesco55_17.pdf,,cesco56,1.029214005147225,2024-10-04,2024-10-04
노트북이 고장났는데 누구한테 말해야 할까요,"노트북, 법인폰 테더링 연결 시 노트북에서 무선 WIFI가 잡히지않는 오류 발생",PC관리,디바이스,업무지원담당 박현 매니저님께 PC 설정 확인 요청,cesco54_20.pdf,,cesco54,0.8485178622648854,2024-10-04,2024-10-04
모니터가 잘 안나와요 교체 되나요,듀얼 모니터 사용시 모니터 한쪽이 보이지 않습니다.,PC관리,디바이스,여러 디스플레이 탭에 1 OR 2에만 표시로 되어 있어서 확인이 안됨.1.설정 → 시스템2.디스플레이 → 여러 디스플레이 → 디스플레이 확장으로 변경,cesco54_17.pdf,,cesco54,0.8689319145694256,2024-10-04,2024-10-04
이번주 터치센터 점심 시간 알려주세요,오전 반차 쓴 후 서비스 시작 등 이유로 인해 서비스 일정에 지각이 잡힌 경우,모바일서비스(SRS),모바일서비스(SRS),※인사관리팀에 문의,cesco57_16.pdf,,cesco59,1.0974724775265312,2024-10-04,2024-10-04
세스넷 권한 신청 누구한테 하면 될까요,세스넷 문자메시지 발송인 번호 변경 문의,세스넷,세스넷 (메인프레임),※인사관리팀으로 연락해서 E-HR에 연락처를 변경해야 합니다.※인사팀에서 변경후 EHR 데이터는 바로 이관되는것이 아니기 때문에 2~3일정도 적용되는데시간이 걸립니다.,cesco60_41.pdf,,cesco63,0.8130260745122532,2024-10-04,2024-10-04
정보전략팀 상무님 성함이 궁금합니다,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco60_13.pdf,,cesco63,1.0758617805917776,2024-10-04,2024-10-04
세스코 연혁을 알 수 있을까요,멤버스 인증이 안되는 경우,세스코몰,세스코몰,"※업장의 경우 고객명에 대표자명을 적어 인증이 안되는 경우가 많습니다.1.멤버스 인증 클릭2.고객코드 인증 클릭3.고객코드: 고객코드 입력 / 계약자명: 고객명(업장일 경우 상호명, 가정집은 계약자명) 입력후 고객코드 등록하기",cesco61_0.pdf,,cesco63,0.9527730448289864,2024-10-04,2024-10-04
회장님 성함이 궁금합니다.,"세스넷 해외법인 메뉴 진입 시 ""사용자별 권한관리에서 권한을 넣어주세요"" 라는 안내메시지 발생할 경우",세스넷,CESNET-M,1.지사 기술팀장에게 해당 메뉴 권한이 있으므로 지사 기술팀장에게 권한 받기2.본사 해외사업지원팀에 권한 문의,cesco60_13.pdf,,cesco63,1.1059481925695376,2024-10-04,2024-10-04
보안 프로그램 다운 받는 가이드 필요합니다.,알약 내PC지키미 취약점 점검이 계속 실행되는 경우 해결 방법,보안프로그램,백신(알약),"1.알약 내PC지키미 → 전체 검사2.조치 필요한 항목 클릭 후 조치※ [운영체제, MS Office의 최신 보안 패치 설치 여부 점검] 항목 조치 시 오래 걸림3.점검 결과 점수 80점 이상 유지",cesco58_11.pdf,,cesco59,0.9099192167413425,2024-10-04,2024-10-04
인터넷 연결이 안되는데 해결해주세요,본사에서 네트워크 연결 시 CESCO_User 와이파이가 보이지 않거나 눌러도 네트워크가 연결되지 않습니다 라고 나올 경우.,네트워크 및 인터넷,네트워크,"윈도우 업데이트를 오래 하지 않아서 생긴 문제입니다.1.설정 → updaet → windows update에서 최신 업데이트 하기2.PC 재부팅 → WIFI → 알려진 네트워크 관리 클릭3.새 네트워크 추가 → 이름: CESCO_User, 보안종류: WP A2-개인 AES, 보안 키:cesco15881119 입력4.CESCO_User 정상 연결 확인",cesco56_2.pdf,,cesco56,0.8200060317352638,2024-10-04,2024-10-04
