0,ProblemDescription,ProblemCategory,ProblemKeyword,Solution,SolutionDoc,AdditionalInfo,Code,L2D_SIM,CreateDate,UpdateDate
연차 신청 방법이 궁금합니다.,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.665126262667181,2024-09-26,2024-09-26
내 연차가 얼마나 남았는지 궁금해.,엑셀 실행 시 ‘다른 응용 프로그램의 OLE 작업이 끝나기를 기다리고 있습니다.’ 라는 메시지가 반복적으로 뜨는 오류 발생.,MS Office 및 기타 프로그램,MS Office,1.첫번째 해결 방법1)엑셀→파일→옵션2)고급→일반→‘DDE(동적 데이터 교환)를 사용하는 다른 응용 프로그램 무시’ 체크 해제 후 확인2.두번째 해결 방법1)찾기→작업관리자→관리자 권한으로 실행 클릭2)백그라운드 프로세스→Microsoft Excel 작업 끝내기 클릭3.세번째 해결 방법1)윈도우 검색(윈도우 + S)→DRM 응급복구 관리자 권한으로 실행,cesco46_7.pdf,,cesco46,0.7174431073165474,2024-09-26,2024-09-26
이번 달 월급 명세서 확인하려면 어디로 가야하나요,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6694554743401141,2024-09-26,2024-09-26
회사창립기념일이 언제인가요?,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6810378330465503,2024-09-26,2024-09-26
급여 명세서를 출력하고 싶어요,그룹웨어 게시물에 첨부된 문서 실행 시 빈 화면으로 보이는 문서열람 오류,MS Office 및 기타 프로그램,MS Office,1.문서 실행→파일→옵션2.보안 센터→보안 센터 설정3.제한된 보기→‘인터넷에서 가져온 파일에 대해 제한된 보기 사용’ 체크 해제→확인4.문서 재실행,cesco46_6.pdf,,cesco46,0.6410019393659465,2024-09-26,2024-09-26
본사에서 가장 가까운 역,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.6924969749866615,2024-09-26,2024-09-26
구내 식당 점심 메뉴 어디서 볼 수 있어?,PPT 실행 시 미리보기 화면이 보이지 않는 경우,MS Office 및 기타 프로그램,PPT,1.윈도우 검색(윈도우 + S)→‘DRM 응급복구’ 검색→‘DRM 응급복구’ 관리자 권한으로 실행2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경→복구→완료 후 PC 재부팅,cesco46_14.pdf,,cesco46,0.6873620501746693,2024-09-26,2024-09-26
SC 신입 교육 일정 알려줘,Adobe Acrobat Reader DC 기본 앱 설정 방법,MS Office 및 기타 프로그램,PDF,1.첫번째 해결방법1)설정→앱2)기본 앱→파일 형식별 기본 앱 선택3).pdf 파일 Adobe Acrobat Reader DC로 변경2.두번째 해결방법1)PC에 저장되어 있는 .pdf 파일 마우스 우클릭2)연결 프로그램→다른 앱 선택→Adobe Acrobat Reader DC 선택→항상 이 앱을사용하여 .pdf 파일 열기 체크→확인,cesco46_2.pdf,,cesco46,0.6820643728281723,2024-09-26,2024-09-26
DLP 오류 해결하는 법 알려줘,"PPT(파워포인트, PowerPoint) 파일 열람 오류",MS Office 및 기타 프로그램,PPT,1.윈도우→설정2.‘앱’ 클릭3.‘기본 앱’ 클릭4.‘파일 형식별 기본 앱 선택’ 클릭5.PPT 파일 PowerPoint 2016로 설정 후 PPT 파일 실행하기,cesco46_15.pdf,,cesco46,0.6291485432252417,2024-09-26,2024-09-26
세스넷 접속 방법,Chrome에서 Adobe Acrobat Reader DC로 연결하는 방법,MS Office 및 기타 프로그램,PDF,1.Chrome→설정→개인 정보 보호 및 보안→사이트 설정2.추가 컨텐츠 설정→PDF 문서3.Chrome에서 PDF 열기,cesco46_3.pdf,,cesco46,0.6279282636611482,2024-09-26,2024-09-26
지출 결의서 작성법,Edge에서 Adobe Acrobat Reader DC로 연결하는 방법,MS Office 및 기타 프로그램,PDF,"1.설정→쿠키 및 사이트 권한→PDF 문서2.항상 PDF 파일 다운로드 활성화, PDF 보기 설정 활성화 해제",cesco46_4.pdf,,cesco46,0.6520848702807691,2024-09-26,2024-09-26
그룹웨어에서 문서 기안하는 법,그룹웨어 게시물에 첨부된 문서 실행 시 빈 화면으로 보이는 문서열람 오류,MS Office 및 기타 프로그램,MS Office,1.문서 실행→파일→옵션2.보안 센터→보안 센터 설정3.제한된 보기→‘인터넷에서 가져온 파일에 대해 제한된 보기 사용’ 체크 해제→확인4.문서 재실행,cesco46_6.pdf,,cesco46,0.5845165315889362,2024-09-26,2024-09-26
윈도우 정품 인증하는 법,MS Office 사용 중 ‘이 응용 프로그램의 라이선스를 찾지 못했습니다. 복구를 시도했지만 실패했거나 취소되었습니다.Microsoft Office가 종료됩니다.’ 또는 ‘사용 허가되지 않은 제품’입니다. 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.PC를 재부팅합니다. (재부팅해도 동일한 경우 2번부터 진행)2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경,cesco46_5.pdf,,cesco46,0.6342395421745902,2024-09-26,2024-09-26
사무용품 신청하는 법,MS Office 사용 중 ‘이 응용 프로그램의 라이선스를 찾지 못했습니다. 복구를 시도했지만 실패했거나 취소되었습니다.Microsoft Office가 종료됩니다.’ 또는 ‘사용 허가되지 않은 제품’입니다. 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.PC를 재부팅합니다. (재부팅해도 동일한 경우 2번부터 진행)2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경,cesco46_5.pdf,,cesco46,0.6468801525850609,2024-09-26,2024-09-26
총무팀 연락처 알려주세요,엑셀 하이퍼링크 작동 오류 ‘소속 조직의 정책으로 인해 이 동작을 완료할 수 없습니다. 자세한 내용은 지원 센터에 문의하세요.’오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.검색→regedit 검색→레지스트리 편집기 실행2.HKEY_CLASSES_ROOT→.html 클릭→(기본값) 마우스 우클릭→수정3.값 데이터에 htmlfile 입력→확인4.하이퍼링크 작동 확인,cesco46_9.pdf,,cesco46,0.6730000590881277,2024-09-26,2024-09-26
차세대 그룹 웨어 사용법,그룹웨어 게시물에 첨부된 문서 실행 시 빈 화면으로 보이는 문서열람 오류,MS Office 및 기타 프로그램,MS Office,1.문서 실행→파일→옵션2.보안 센터→보안 센터 설정3.제한된 보기→‘인터넷에서 가져온 파일에 대해 제한된 보기 사용’ 체크 해제→확인4.문서 재실행,cesco46_6.pdf,,cesco46,0.6898230837948146,2024-09-26,2024-09-26
신입 사원 멘토링 내용 작성 어디다가 하나요,엑셀 하이퍼링크 작동 오류 ‘소속 조직의 정책으로 인해 이 동작을 완료할 수 없습니다. 자세한 내용은 지원 센터에 문의하세요.’오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.검색→regedit 검색→레지스트리 편집기 실행2.HKEY_CLASSES_ROOT→.html 클릭→(기본값) 마우스 우클릭→수정3.값 데이터에 htmlfile 입력→확인4.하이퍼링크 작동 확인,cesco46_9.pdf,,cesco46,0.6085304619100291,2024-09-26,2024-09-26
퇴직금 정산 신청법,엑셀 하이퍼링크 작동 오류 ‘소속 조직의 정책으로 인해 이 동작을 완료할 수 없습니다. 자세한 내용은 지원 센터에 문의하세요.’오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.검색→regedit 검색→레지스트리 편집기 실행2.HKEY_CLASSES_ROOT→.html 클릭→(기본값) 마우스 우클릭→수정3.값 데이터에 htmlfile 입력→확인4.하이퍼링크 작동 확인,cesco46_9.pdf,,cesco46,0.6801707205272631,2024-09-26,2024-09-26
정보전략팀 연락 방법,엑셀 하이퍼링크 작동 오류 ‘소속 조직의 정책으로 인해 이 동작을 완료할 수 없습니다. 자세한 내용은 지원 센터에 문의하세요.’오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.검색→regedit 검색→레지스트리 편집기 실행2.HKEY_CLASSES_ROOT→.html 클릭→(기본값) 마우스 우클릭→수정3.값 데이터에 htmlfile 입력→확인4.하이퍼링크 작동 확인,cesco46_9.pdf,,cesco46,0.6427118689771085,2024-09-26,2024-09-26
데이터베이스 권한 신청하는 법,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6587677749465158,2024-09-26,2024-09-26
ERP 관리자 계정 누구한테 문의해?,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6796393541844723,2024-09-26,2024-09-26
세스코몰 직원 할인 받는법,엑셀 하이퍼링크 작동 오류 ‘소속 조직의 정책으로 인해 이 동작을 완료할 수 없습니다. 자세한 내용은 지원 센터에 문의하세요.’오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.검색→regedit 검색→레지스트리 편집기 실행2.HKEY_CLASSES_ROOT→.html 클릭→(기본값) 마우스 우클릭→수정3.값 데이터에 htmlfile 입력→확인4.하이퍼링크 작동 확인,cesco46_9.pdf,,cesco46,0.6903686280613517,2024-09-26,2024-09-26
신입 사원 교육 시험 컷트라인 알려줘,Edge에서 Adobe Acrobat Reader DC로 연결하는 방법,MS Office 및 기타 프로그램,PDF,"1.설정→쿠키 및 사이트 권한→PDF 문서2.항상 PDF 파일 다운로드 활성화, PDF 보기 설정 활성화 해제",cesco46_4.pdf,,cesco46,0.6384953246068684,2024-09-26,2024-09-26
바퀴벌레가 사람한테 미치는 피해는?,PPT 실행 시 미리보기 화면이 보이지 않는 경우,MS Office 및 기타 프로그램,PPT,1.윈도우 검색(윈도우 + S)→‘DRM 응급복구’ 검색→‘DRM 응급복구’ 관리자 권한으로 실행2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경→복구→완료 후 PC 재부팅,cesco46_14.pdf,,cesco46,0.7061318214250436,2024-09-26,2024-09-26
세스코 화이트 운영시간 알려줘,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.7159682637485613,2024-09-26,2024-09-26
휴가 신청 방법 알려줘,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.68291134151627,2024-09-26,2024-09-26
내 휴가 얼마나 남았을까?,MS Office 사용 중 ‘이 응용 프로그램의 라이선스를 찾지 못했습니다. 복구를 시도했지만 실패했거나 취소되었습니다.Microsoft Office가 종료됩니다.’ 또는 ‘사용 허가되지 않은 제품’입니다. 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.PC를 재부팅합니다. (재부팅해도 동일한 경우 2번부터 진행)2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경,cesco46_5.pdf,,cesco46,0.7277407373057062,2024-09-26,2024-09-26
노트북 반출 신청 방법,Edge에서 Adobe Acrobat Reader DC로 연결하는 방법,MS Office 및 기타 프로그램,PDF,"1.설정→쿠키 및 사이트 권한→PDF 문서2.항상 PDF 파일 다운로드 활성화, PDF 보기 설정 활성화 해제",cesco46_4.pdf,,cesco46,0.6524503015540732,2024-09-26,2024-09-26
세스코 창립 기념일은 언제야?,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.7185462994719709,2024-09-26,2024-09-26
차세대 시스템 로그인 하는 법 알려줘,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6340066921139668,2024-09-26,2024-09-26
세스코 마스코트 누구야,엑셀이나 워드 등 파일을 열었을 때 “호환 모드가 설정되어 있어서 이 프로그램을 실행할 수 없습니다. 호환 모드를 해제한 다음다시 시도하십시오.” 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.Adobe Acrobat→속성 클릭2.호환성 클릭3.‘호환 모드’에 ‘이 프로그램을 실행할 호환 모드’가 체크되어 있는 경우→‘모든 사용자에 대한 설정 변경’ 버튼 클릭4.‘이 프로그램을 실행할 호환 모드’ 체크 해제 후 확인→파일이 잘 열리는지 확인,cesco46_11.pdf,,cesco46,0.7293650402706413,2024-09-26,2024-09-26
빈대 탐지견 이름 알려줘,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.7244477207389939,2024-09-26,2024-09-26
SAC 대시보드 제작 가이드 알려줘,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6293187180841849,2024-09-26,2024-09-26
이번 달 월급 명세서 확인하려면 어디로 가야하나요,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6694554743401141,2024-09-26,2024-09-26
pdf 안열릴 때 해결 방법,PDF 파일 열람 오류,MS Office 및 기타 프로그램,PDF,"1.PDF 파일 형식에 맞는 연결 프로그램을 지정하세요. 연결 프로그램을 사용자가 지정하지 않는경우, Microsoft Edge 로 되어 있습니다. Adobe Acrobat Reader 로 변경하여 .pdf 파일을실행해주세요.2.DRM 이 최신버전으로 설치되어있는지 확인 후, 구버전으로 설치되어 있다면 삭제 과정 없이 최신버전으로 설치해주세요. DRM 은 ""http://cesnet.cesco.biz/""에 접속하여 문서보안 시스템윈도우 비트 확인 후 맞는 파일을 설치하고 배포툴 다운로드도 설치하세요.",cesco46_0.pdf,Adobe Acrobat Reader DC 설치 방법 참고Adobe Acrobat Reader DC 기본 앱 설정 방법 참고Chrome 에서 Adobe Acrobat Reader DC 로 연결 방법 참고EDGE 에서 Adobe Acrobat Reader DC 로 연결 방법 참고,cesco46,0.5650686847663482,2024-09-26,2024-09-26
한글 워드 파일이 안열려요,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.5463456452913995,2024-09-26,2024-09-26
알약이 작동이 안됩니다.,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.6434539114001806,2024-09-26,2024-09-26
ppt 파일이 열리지가 않네요,"PPT(파워포인트, PowerPoint) 파일 열람 오류",MS Office 및 기타 프로그램,PPT,1.윈도우→설정2.‘앱’ 클릭3.‘기본 앱’ 클릭4.‘파일 형식별 기본 앱 선택’ 클릭5.PPT 파일 PowerPoint 2016로 설정 후 PPT 파일 실행하기,cesco46_15.pdf,,cesco46,0.5592373961084383,2024-09-26,2024-09-26
사내 디스크에서 문서 파일 가져오고 싶어요,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.5873489419028242,2024-09-26,2024-09-26
법인 차량 최대 규정 속도를 알고 싶어요,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.6831449943052527,2024-09-26,2024-09-26
법인 차량 공회전 시간 얼마나 되나요,제어판 실행 시 “운영 체제가 현재 이 응용 프로그램을 실행하도록 구성되지 않았습니다.” 오류 메시지가 뜨는 경우,MS Office 및 기타 프로그램,제어판,Microsoft Office가 정상적으로 설치되지 않은 경우 발생할 수 있는 오류입니다.오류 메시지 ‘닫기’ 버튼 작동이 안될 수도 있으니 오류 메시지 창을 닫지 않고 Microsoft Office 삭제를 진행합니다.1.제어판→프로그램→프로그램 제거→‘Microsoft Office Standard 2016’ 제거2.PC 재부팅,cesco46_12.pdf,,cesco46,0.7033608570822643,2024-09-26,2024-09-26
유류비 신청 어디서 하면 되나요,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.6656239272274632,2024-09-26,2024-09-26
미팅에 필요한 다과비용 청구 가능한가요,PPT 실행 시 미리보기 화면이 보이지 않는 경우,MS Office 및 기타 프로그램,PPT,1.윈도우 검색(윈도우 + S)→‘DRM 응급복구’ 검색→‘DRM 응급복구’ 관리자 권한으로 실행2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경→복구→완료 후 PC 재부팅,cesco46_14.pdf,,cesco46,0.6598358279562699,2024-09-26,2024-09-26
사내 업무용 도서 신청하고 싶습니다,한글 파일을 설치하고 싶은 경우,MS Office 및 기타 프로그램,한글,업무지원담당 박현 매니저님께 문의,cesco46_10.pdf,,cesco46,0.622295344924741,2024-09-26,2024-09-26
노트북이 고장났는데 누구한테 말해야 할까요,MS Office 사용 중 ‘이 응용 프로그램의 라이선스를 찾지 못했습니다. 복구를 시도했지만 실패했거나 취소되었습니다.Microsoft Office가 종료됩니다.’ 또는 ‘사용 허가되지 않은 제품’입니다. 오류 메시지 발생,MS Office 및 기타 프로그램,MS Office,1.PC를 재부팅합니다. (재부팅해도 동일한 경우 2번부터 진행)2.제어판→프로그램 및 기능→Microsoft Office Standard 마우스 우클릭→변경,cesco46_5.pdf,,cesco46,0.6773834639261742,2024-09-26,2024-09-26
